"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Ccdc47","0.992","-2.283","6.454","-1.479"
"Rnf213","0.992","-2.282","5.426","-1.539"
"Galnt5","0.992","-2.279","4.685","-1.642"
"Naa50","0.992","-2.278","6.455","-1.481"
"Med4","0.992","2.278","5.802","1.510"
"Baz1b","0.992","-2.276","5.719","-2.124"
"Tubgcp6","0.992","-2.275","5.251","-1.925"
"Diras2","0.992","2.274","5.158","1.806"
"Proser3","0.992","2.274","5.687","1.641"
"Prss23","0.992","2.272","4.048","2.065"
"Mcur1","0.992","-2.272","5.439","-1.563"
"Proser1","0.992","2.272","3.479","2.149"
"Nipal1","0.992","2.272","3.479","2.149"
"A2ml1","0.992","2.272","3.479","2.149"
"Ctbp2","0.992","-2.270","6.122","-1.551"
"Spsb3","0.992","2.266","5.563","2.069"
"Txn1","0.992","-2.265","5.081","-1.948"
"Scaper","0.992","2.259","3.836","2.127"
"Eef1e1","0.992","-2.257","4.272","-1.551"
"Stambpl1","0.992","2.256","5.575","1.659"
"Erbin","0.992","-2.251","6.650","-1.484"
"Mtss2","0.992","2.251","3.899","2.252"
"Akap13","0.992","2.251","6.767","1.526"
"Samd9l","0.992","-2.250","3.663","-1.920"
"Mettl4","0.992","-2.250","3.663","-1.920"
"Trdmt1","0.992","2.250","3.715","1.884"
"Snx30","0.992","2.250","3.715","1.884"
"Coq7","0.992","2.250","3.715","1.884"
"Slc7a2","0.992","2.250","3.715","1.884"
"Itgae","0.992","2.250","3.715","1.884"
"Kif3c","0.992","2.250","3.715","1.884"
"Prps1","0.992","2.250","3.715","1.884"
"Rab11fip3","0.992","2.248","5.164","1.489"
"Ccna1","0.992","2.236","3.419","2.029"
"Lama3","0.992","2.236","3.419","2.029"
"Shh","0.992","2.236","3.769","2.728"
