"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Nrarp","0.968","-1.833","5.843","-2.110"
"Ccdc183","0.968","-1.833","4.258","-2.110"
"Olfr351","0.968","-1.833","5.051","-2.110"
"Acvr2a","0.968","-1.833","4.258","-2.110"
"Hoxd4","0.968","-1.833","4.258","-2.110"
"Olfr987","0.968","-1.833","5.051","-2.110"
"Olfr1229","0.968","-1.833","4.258","-2.110"
"Olfr1309","0.968","-1.833","4.258","-2.110"
"Il1b","0.968","-1.833","6.455","-2.110"
"Elmo2","0.968","-1.833","4.258","-2.110"
"Car1","0.968","-1.833","4.258","-2.110"
"Pifo","0.968","-1.833","4.258","-2.110"
"Gstm4","0.968","-1.833","5.662","-2.110"
"F3","0.968","-1.833","5.051","-2.110"
"Plekhf2","0.968","-1.833","5.051","-2.110"
"Smim27","0.968","-1.833","4.258","-2.110"
"Fkbp15","0.968","-1.833","4.258","-2.110"
"Akna","0.968","-1.833","4.258","-2.110"
"Cyp2j12","0.968","-1.833","5.051","-2.110"
"Ldlrad1","0.968","-1.833","5.051","-2.110"
"Skint8","0.968","-1.833","5.051","-2.110"
"Rspo1","0.968","-1.833","4.258","-2.110"
"Adprhl2","0.968","-1.833","5.662","-2.110"
"Gja4","0.968","-1.833","5.662","-2.110"
"Nol9","0.968","-1.833","4.258","-2.110"
"Tmem129","0.968","-1.833","5.662","-2.110"
"Fgfbp1","0.968","-1.833","5.051","-2.110"
"Tas2r144","0.968","-1.833","5.988","-2.110"
"Stk31","0.968","-1.833","5.419","-2.110"
"Tas2r116","0.968","-1.833","4.258","-2.110"
"Ccdc91","0.968","-1.833","5.051","-2.110"
"Psg20","0.968","-1.833","5.051","-2.110"
"Vmn1r171","0.968","-1.833","4.258","-2.110"
"Cd177","0.968","-1.833","4.258","-2.110"
"Dlg2","0.968","-1.833","4.258","-2.110"
"Wnt11","0.968","-1.833","4.258","-2.110"
"Olfr497","0.968","-1.833","4.258","-2.110"
"Pkp3","0.968","-1.833","6.455","-2.110"
"Helt","0.968","-1.833","5.662","-2.110"
"Plvap","0.968","-1.833","5.051","-2.110"
"Tmem38a","0.968","-1.833","5.051","-2.110"
"Nutf2","0.968","-1.833","5.051","-2.110"
"Clec18a","0.968","-1.833","5.419","-2.110"
"Trim29","0.968","-1.833","6.212","-2.110"
"Megf11","0.968","-1.833","5.419","-2.110"
"Aph1c","0.968","-1.833","5.051","-2.110"
"Aqp9","0.968","-1.833","5.051","-2.110"
"Prr23a3","0.968","-1.833","5.051","-2.110"
"Dclk3","0.968","-1.833","5.051","-2.110"
"Myd88","0.968","-1.833","5.843","-2.110"
"Klhl40","0.968","-1.833","5.051","-2.110"
"Mtfr2","0.968","-1.833","4.258","-2.110"
"Cdh23","0.968","-1.833","5.662","-2.110"
"Slc16a9","0.968","-1.833","4.258","-2.110"
"Ccdc38","0.968","-1.833","5.051","-2.110"
"Hormad2","0.968","-1.833","5.419","-2.110"
"Lcp2","0.968","-1.833","5.051","-2.110"
"Sowaha","0.968","-1.833","5.051","-2.110"
"Gm2a","0.968","-1.833","5.051","-2.110"
"Grap","0.968","-1.833","5.051","-2.110"
"Ap2b1","0.968","-1.833","5.051","-2.110"
"Cntnap1","0.968","-1.833","5.051","-2.110"
"Gh","0.968","-1.833","4.258","-2.110"
