"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Cd3eap","0.998","-2.308","1.273","-2.186"
"Catsperg1","0.998","-2.308","1.273","-2.186"
"Zfp14","0.998","-2.308","1.273","-2.186"
"Cd33","0.998","-2.308","1.273","-2.186"
"Thrsp","0.998","-2.308","1.273","-2.186"
"Map6","0.998","-2.308","1.273","-2.186"
"Cyp2r1","0.998","-2.308","1.273","-2.186"
"Ears2","0.998","-2.308","1.273","-2.186"
"Kdm8","0.998","-2.308","1.273","-2.186"
"Hirip3","0.998","-2.308","1.273","-2.186"
"Pstk","0.998","-2.308","1.273","-2.186"
"Cpxm2","0.998","-2.308","1.273","-2.186"
"Zfp358","0.998","-2.308","1.273","-2.186"
"Fut10","0.998","-2.308","1.273","-2.186"
"Lonrf1","0.998","-2.308","1.273","-2.186"
"Micu3","0.998","-2.308","1.273","-2.186"
"Nek1","0.998","-2.308","1.273","-2.186"
"Plvap","0.998","-2.308","1.273","-2.186"
"Mcm5","0.998","-2.308","1.273","-2.186"
"Asf1b","0.998","-2.308","1.273","-2.186"
"Nkd1","0.998","-2.308","1.273","-2.186"
"Ccdc102a","0.998","-2.308","1.273","-2.186"
"Adgrg3","0.998","-2.308","1.273","-2.186"
"Slc12a4","0.998","-2.308","1.273","-2.186"
"Hp","0.998","-2.308","1.273","-2.186"
"Def8","0.998","-2.308","1.273","-2.186"
"Mcam","0.998","-2.308","1.273","-2.186"
"Loxl1","0.998","-2.308","1.273","-2.186"
"Mtfmt","0.998","-2.308","1.273","-2.186"
"Lipc","0.998","-2.308","1.273","-2.186"
"Trpc1","0.998","-2.308","1.273","-2.186"
"Col6a4","0.998","-2.308","1.273","-2.186"
"Nicn1","0.998","-2.308","1.273","-2.186"
"Esr1","0.998","-2.308","1.273","-2.186"
"Wasf1","0.998","-2.308","1.273","-2.186"
"Mcm3ap","0.998","-2.308","1.273","-2.186"
"Polrmt","0.998","-2.308","1.273","-2.186"
"Reep6","0.998","-2.308","1.273","-2.186"
"Syn3","0.998","-2.308","1.273","-2.186"
"Grb10","0.998","-2.308","1.273","-2.186"
"Slc36a2","0.998","-2.308","1.273","-2.186"
"Ybx2","0.998","-2.308","1.273","-2.186"
"Ggt6","0.998","-2.308","1.273","-2.186"
"Eral1","0.998","-2.308","1.273","-2.186"
"Ccl5","0.998","-2.308","1.273","-2.186"
"Arl4d","0.998","-2.308","1.273","-2.186"
"Rundc3a","0.998","-2.308","1.273","-2.186"
"Gjc1","0.998","-2.308","1.273","-2.186"
"Mapt","0.998","-2.308","1.273","-2.186"
"Pomt2","0.998","-2.308","1.273","-2.186"
"Serpina3k","0.998","-2.308","1.273","-2.186"
"Zfp322a","0.998","-2.308","1.273","-2.186"
"Gmpr","0.998","-2.308","1.273","-2.186"
"Dbn1","0.998","-2.308","1.273","-2.186"
"Fastkd3","0.998","-2.308","1.273","-2.186"
"Adamts6","0.998","-2.308","1.273","-2.186"
"Emb","0.998","-2.308","1.273","-2.186"
"Txndc16","0.998","-2.308","1.273","-2.186"
"Eddm3b","0.998","-2.308","1.273","-2.186"
"Sox7","0.998","-2.308","1.273","-2.186"
"Slitrk1","0.998","-2.308","1.273","-2.186"
"Abcc4","0.998","-2.308","1.273","-2.186"
"Slc1a3","0.998","-2.308","1.273","-2.186"
"Pdxp","0.998","-2.308","1.273","-2.186"
"Rapgef3","0.998","-2.308","1.273","-2.186"
"Kcne1","0.998","-2.308","1.273","-2.186"
"Zfp760","0.998","-2.308","1.273","-2.186"
"Baiap3","0.998","-2.308","1.273","-2.186"
"Abcg1","0.998","-2.308","1.273","-2.186"
"Cdsn","0.998","-2.308","1.273","-2.186"
"Guca1b","0.998","-2.308","1.273","-2.186"
"Guca1a","0.998","-2.308","1.273","-2.186"
"Plekhh2","0.998","-2.308","1.273","-2.186"
"Camkmt","0.998","-2.308","1.273","-2.186"
"Ccdc112","0.998","-2.308","1.273","-2.186"
"Slc29a2","0.998","-2.308","1.273","-2.186"
"Ppp1r3c","0.998","-2.308","1.273","-2.186"
"Aldh18a1","0.998","-2.308","2.858","-2.186"
"Armh3","0.998","-2.308","1.273","-2.186"
"Magix","0.998","-2.308","1.273","-2.186"
