"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Tbc1d12","0.110","3.188","3.491e-02","9.082e-02"
"Grn","0.110","3.187","0.885","0.303"
"Klhl15","0.110","3.186","1.688e-02","4.833e-02"
"Abhd2","0.111","3.184","1.804","0.331"
"Eva1c","0.111","3.184","6.715e-02","0.127"
"H2-Q7","0.111","-3.183","0.242","-0.261"
"Cgnl1","0.111","3.181","0.319","0.245"
"Stra6","0.112","3.178","3.791e-02","0.101"
"Cebpb","0.112","3.176","0.722","0.389"
"Shroom1","0.113","3.172","8.322e-02","0.131"
"Kifc2","0.114","3.170","0.167","0.216"
"Sgtb","0.114","3.167","1.168e-02","3.883e-02"
"Plin4","0.114","3.166","9.212e-02","0.193"
"Stk25","0.114","3.166","2.422","0.417"
"March3","0.114","3.164","0.103","0.143"
"Foxa3","0.114","-3.161","1.334","-0.369"
"Plac8","0.114","-3.161","1.419","-0.477"
"Fnbp1","0.115","3.160","0.112","0.155"
"Reg3g","0.115","3.157","4.732e-02","0.103"
"Fbxo4","0.115","3.157","5.487e-02","0.112"
"Mvp","0.116","-3.153","1.008","-0.358"
"Gkn3","0.116","3.153","0.355","0.317"
"Fhdc1","0.116","3.151","0.474","0.285"
"Crebrf","0.116","3.150","0.265","0.251"
"Med27","0.116","3.149","7.563e-02","0.125"
"Epcam","0.117","3.146","1.012","0.366"
"Ttc4","0.119","3.138","6.590e-02","0.108"
"Rnaseh2c","0.122","3.131","0.183","0.185"
"Pklr","0.122","-3.131","0.457","-0.299"
"Rab5c","0.122","-3.129","0.470","-0.270"
"Capzb","0.123","-3.127","0.942","-0.306"
"Hps1","0.123","3.124","0.113","0.152"
"Hpx","0.125","3.119","7.963e-02","0.191"
"Nfe2l2","0.125","-3.118","0.683","-0.374"
"Ccdc154","0.125","3.117","1.718e-02","5.710e-02"
"Aplp2","0.126","3.113","1.368","0.327"
"Apoc2","0.126","3.112","3.883e-02","8.446e-02"
"Ppia","0.126","-3.110","0.252","-0.210"
"Ahsa2","0.126","3.109","9.792e-02","0.135"
"Nmnat3","0.127","3.106","3.501e-02","0.106"
"Cd2ap","0.127","3.106","1.178","0.333"
"Rbp2","0.128","-3.103","1.295","-0.445"
"Nr4a3","0.128","3.102","4.547e-02","8.809e-02"
"Eif1b","0.128","3.102","8.818e-02","0.146"
"Ppil6","0.129","3.097","4.249e-02","0.101"
"Calm1","0.129","-3.097","1.108","-0.343"
"C1s1","0.133","3.085","7.094e-02","0.117"
"Cgn","0.134","-3.082","0.960","-0.328"
"Fkbp3","0.134","3.081","1.688e-02","5.609e-02"
"Csrnp2","0.135","3.080","3.565e-02","9.314e-02"
