"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"620",4.01383341024574e-25,0.632159986178352,0.812,0.284,7.64996509658735e-21,"5","Nfib"
"621",1.28491786875302e-43,0.631959358112336,0.564,0.076,2.44892496605639e-39,"5","Tedc1"
"622",2.43679569791456e-16,0.630621840685926,0.545,0.2,4.64428892065536e-12,"5","Adamtsl5"
"623",3.19263037822635e-19,0.630598235482732,0.723,0.31,6.0848342378616e-15,"5","Gtf2ird1"
"624",6.80202411901368e-14,0.630393243981297,0.812,0.491,1.29639777684282e-09,"5","Ocln"
"625",3.85688481688548e-14,0.629815736695383,0.851,0.532,7.35083677250203e-10,"5","Lzts2"
"626",1.61818037073509e-16,0.629125755072498,0.752,0.403,3.08408996858401e-12,"5","Ptp4a2"
"627",1.11106137729745e-14,0.629023119942736,0.921,0.597,2.11757187899122e-10,"5","Cttn"
"628",6.26975362371503e-34,0.62830847854064,0.505,0.082,1.19495234314385e-29,"5","Lurap1l"
"629",1.13960636834106e-31,0.627222176586843,0.465,0.072,2.17197577742123e-27,"5","Mcm3"
"630",3.57749102969337e-27,0.626671267954659,0.564,0.133,6.8183401534926e-23,"5","Mtcl1"
"631",5.37498949566221e-17,0.626518531491567,0.792,0.411,1.02441924797826e-12,"5","Dhx9"
"632",5.82660228267193e-27,0.626509917671975,0.475,0.087,1.11049212905444e-22,"5","Kif12"
"633",2.80418049324947e-22,0.626360463885774,0.673,0.234,5.34448760208416e-18,"5","Cct3"
"634",1.13974606915319e-18,0.625848540334907,0.762,0.368,2.17224203319907e-14,"5","Sept2"
"635",4.93469263946105e-16,0.625072156310899,0.723,0.329,9.40503070154882e-12,"5","Smarcad1"
"636",3.35014842622894e-19,0.624115628492644,0.782,0.376,6.38504788554974e-15,"5","Ube2f"
"637",3.62386657287647e-11,0.623663750866978,0.366,0.124,6.90672730124527e-07,"5","Pdzk1ip1"
"638",1.86136245369305e-14,0.623637964481351,0.851,0.543,3.54757070049358e-10,"5","BC005537"
"639",7.16781062352745e-15,0.623375755338089,0.911,0.561,1.3661130267381e-10,"5","Hnrnpu"
"640",2.00566703982116e-29,0.622340284673712,0.535,0.113,3.82260081119514e-25,"5","Gpc4"
"641",1.86751282724769e-17,0.622183668182318,0.792,0.391,3.55929269745138e-13,"5","Agps"
"642",4.16891671562608e-20,0.62112669359994,0.663,0.254,7.94553836831174e-16,"5","Efnb1"
"643",3.40182772601778e-15,0.620714952709955,0.851,0.512,6.48354346301729e-11,"5","Flii"
"644",4.12458811484275e-13,0.620326037972095,0.792,0.493,7.8610524880788e-09,"5","Txndc17"
"645",9.12186725469853e-18,0.619644521168003,0.802,0.4,1.73853668007299e-13,"5","Cdc37"
"646",6.82060764108914e-09,0.618263774332106,0.743,0.493,0.000129993961031518,"5","Hspa5"
"647",3.39816613861024e-15,0.617645995988715,0.634,0.278,6.47656484357725e-11,"5","Pacsin3"
"648",1.142169558393e-16,0.616959092711688,0.782,0.404,2.17686096134121e-12,"5","Psmc6"
"649",8.07845629870573e-18,0.616745090365691,0.485,0.152,1.53967298597033e-13,"5","Acvr1"
"650",9.59886133121197e-12,0.616659652531663,0.871,0.579,1.82944698111569e-07,"5","Arf5"
"651",1.70300510875006e-13,0.616333782899806,0.663,0.329,3.24575743676674e-09,"5","Nedd9"
"652",5.73944206427134e-21,0.615764550577236,0.634,0.207,1.09388026302947e-16,"5","Shmt2"
"653",1.83141914864435e-15,0.61546736286282,0.851,0.497,3.49050175540128e-11,"5","Dync1h1"
"654",7.41749105781638e-11,0.615092083101262,0.881,0.572,1.41369962070922e-06,"5","Lsr"
"655",1.02064127792429e-22,0.614764547600864,0.584,0.17,1.94524021159591e-18,"5","Pcolce"
"656",3.29507578343606e-13,0.614708600044244,0.584,0.273,6.28008493565079e-09,"5","Zswim4"
"657",5.32449072435806e-22,0.614694480306217,0.634,0.203,1.0147946871554e-17,"5","Ranbp1"
"658",8.84869557897768e-13,0.61435884455337,0.812,0.517,1.68647289039736e-08,"5","Aamp"
"659",1.2403285149645e-15,0.613537664492115,0.762,0.402,2.36394211667083e-11,"5","Khsrp"
"660",1.03048041006034e-15,0.613471528489499,0.891,0.562,1.96399261353401e-11,"5","Prrc2a"
"661",9.50919025885226e-19,0.612594245147684,0.832,0.421,1.81235657143465e-14,"5","Cd2bp2"
"662",7.0727881909294e-13,0.612187861780539,0.812,0.457,1.34800270130923e-08,"5","Eif6"
"663",8.37719187448066e-13,0.611782338144109,0.861,0.574,1.59660899935727e-08,"5","Trir"
"664",4.63282476253117e-46,0.611250406911413,0.436,0.037,8.82970071490815e-42,"5","Mtmr11"
"665",6.07099908351095e-07,0.609659852005599,0.644,0.391,0.0115707171532635,"5","Hk2"
"666",1.44711649194688e-21,0.609185493612522,0.752,0.309,2.75805932200157e-17,"5","Uba3"
"667",1.00731087837541e-18,0.608398907669571,0.703,0.287,1.9198338030957e-14,"5","Xrn2"
"668",8.18044498503947e-19,0.607908584427384,0.743,0.328,1.55911100969867e-14,"5","Ube2g1"
"669",7.46518874628859e-24,0.606699601257993,0.347,0.052,1.42279032315514e-19,"5","Cdc20"
"670",1.25876078877577e-16,0.606386343654947,0.911,0.537,2.39907218732775e-12,"5","Srsf5"
"671",1.32846980844335e-10,0.606081749962175,0.861,0.538,2.53193060791218e-06,"5","Spint1"
"672",4.32503088821921e-21,0.60591102019321,0.604,0.198,8.24307636985699e-17,"5","Rpia"
"673",7.94476764545205e-20,0.60577745655582,0.802,0.37,1.51419326554671e-15,"5","Add1"
"674",0.000131817744951675,0.604957349284181,0.287,0.141,1,"5","Apob"
"675",4.49051763535459e-22,0.604774464536047,0.812,0.338,8.55847756122231e-18,"5","Ktn1"
"676",1.45747625950166e-14,0.603653183837999,0.792,0.439,2.77780400298421e-10,"5","Cd151"
"677",3.28253376700687e-28,0.603120084743095,0.475,0.09,6.25618110653839e-24,"5","Pdxk"
"678",1.04839993883157e-17,0.602243402308134,0.822,0.446,1.99814544341909e-13,"5","Stk24"
"679",1.37611927058411e-14,0.601476906953978,0.802,0.448,2.62274571780625e-10,"5","Emc10"
"680",7.45103166216386e-21,0.60146948659473,0.832,0.376,1.42009212449181e-16,"5","Rbm17"
"681",2.70162900751619e-21,0.60094282993966,0.644,0.221,5.1490347254251e-17,"5","Aimp1"
"682",8.02524593873179e-16,0.600442123034199,0.762,0.394,1.52953162346289e-11,"5","Cd47"
"683",1.30838073132392e-21,0.599896952039551,0.604,0.202,2.49364283583026e-17,"5","Rhbdf2"
"684",5.58018529831665e-16,0.599479566540578,0.792,0.407,1.06352751600617e-11,"5","Eif4a1"
"685",5.85903011016422e-22,0.59942400760444,0.554,0.148,1.1166725486962e-17,"5","Cdc25b"
"686",9.84225930213385e-14,0.599342197084095,0.743,0.394,1.87583620039369e-09,"5","Fdft1"
"687",8.67055755894729e-17,0.598990369055979,0.861,0.461,1.65252156515976e-12,"5","Meis2"
"688",8.74498480954743e-11,0.598607711250972,0.782,0.48,1.66670665485164e-06,"5","Chmp1b"
"689",3.28447652017206e-22,0.598060274451008,0.653,0.212,6.25988379979592e-18,"5","Rnf8"
"690",6.71668069700065e-11,0.597828774519124,0.921,0.671,1.28013217404135e-06,"5","Tnks1bp1"
"691",6.36394442408222e-15,0.5952574408357,0.743,0.396,1.21290416778583e-10,"5","Gas2l1"
"692",2.83617181127342e-17,0.595234938856959,0.733,0.337,5.40545985510601e-13,"5","Ddx39"
"693",1.66617215032018e-35,0.595132832339007,0.475,0.069,3.17555750129523e-31,"5","Cd99l2"
"694",7.51532756669732e-23,0.594867479068542,0.653,0.222,1.43234628093684e-18,"5","Rhbdf1"
"695",1.446939119044e-17,0.59459816512149,0.812,0.397,2.75772126698596e-13,"5","Thoc7"
"696",6.88751479388237e-26,0.594529137642519,0.604,0.157,1.31269144456604e-21,"5","Trmt112"
"697",3.1557539575533e-17,0.594440637876452,0.653,0.262,6.01455146770083e-13,"5","Tbc1d2"
"698",2.21177921464864e-19,0.594252360818663,0.673,0.268,4.21543000519884e-15,"5","Twsg1"
"699",1.49911116522414e-29,0.594149101879008,0.653,0.152,2.8571559698007e-25,"5","Noxo1"
"700",1.64885780217365e-17,0.593390320233272,0.505,0.161,3.14255808516277e-13,"5","H2afx"
"701",1.53066993968459e-05,0.592679967456895,0.594,0.406,0.291730383804486,"5","Hist1h1e"
"702",3.1255361602501e-13,0.592310706298532,0.891,0.542,5.95695936782066e-09,"5","Psap"
"703",4.53663926518079e-28,0.591818272817283,0.436,0.072,8.64638077550808e-24,"5","Ctps"
"704",2.97658081767361e-20,0.591600656928101,0.891,0.451,5.67306538040413e-16,"5","Ssb"
"705",1.53347473948166e-31,0.590408117141333,0.426,0.06,2.9226495059781e-27,"5","Samd12"
"706",2.08854998164934e-19,0.589928939510641,0.752,0.316,3.98056741002548e-15,"5","Dctn4"
"707",9.9808959470778e-13,0.589714979345709,0.921,0.587,1.90225895855356e-08,"5","Tmbim1"
"708",1.6625306675348e-24,0.589206239022831,0.644,0.181,3.16861719925457e-20,"5","Rgs3"
"709",3.07697555485729e-16,0.588734452395143,0.802,0.422,5.8644077100025e-12,"5","Plekhj1"
"710",8.00969159145429e-18,0.588300901993526,0.693,0.327,1.52656712041527e-13,"5","Btf3"
"711",8.06749170306891e-14,0.588280517416027,0.871,0.563,1.5375832436879e-09,"5","Lrrfip1"
"712",8.17047008813846e-18,0.588229264607315,0.733,0.329,1.55720989409831e-13,"5","Khdrbs1"
"713",4.56181749004633e-12,0.588070031997228,0.634,0.338,8.69436795427931e-08,"5","Ankrd50"
"714",1.19490422958522e-15,0.587880903583394,0.297,0.061,2.27736797116646e-11,"5","Hist1h2ae"
"715",2.06218872006976e-14,0.587723767761121,0.762,0.407,3.93032548158095e-10,"5","Cdc34"
"716",1.69185108526654e-16,0.58738541836133,0.752,0.377,3.2244989834095e-12,"5","Eif4h"
"717",2.51174144281123e-14,0.586881664779453,0.802,0.466,4.78712801585392e-10,"5","Bax"
"718",1.43958618693476e-13,0.586348062587634,0.931,0.658,2.74370731367896e-09,"5","Srsf1"
"719",7.18451461445997e-12,0.5858567952556,0.822,0.522,1.36929664036993e-07,"5","Rnf44"
"720",1.73871551138483e-11,0.585765768689184,0.752,0.431,3.31381789314834e-07,"5","AA986860"
"721",7.83341454293819e-21,0.585578553968163,0.812,0.347,1.49297047773859e-16,"5","Reep3"
"722",6.903974584074e-13,0.585536579532846,0.822,0.473,1.31582851597866e-08,"5","Spag9"
"723",4.17145469405563e-14,0.585453133529665,0.554,0.247,7.95037550140063e-10,"5","Ywhah"
"724",6.54695212382586e-26,0.585159827418049,0.634,0.18,1.24778360527997e-21,"5","Tssc4"
"725",3.7572928284366e-16,0.584877565463567,0.772,0.384,7.16102440171732e-12,"5","Fermt1"
"726",8.22261246942787e-12,0.58424243747087,0.802,0.452,1.56714771054826e-07,"5","Ccng2"
"727",2.80522804790762e-15,0.584152897755242,0.871,0.532,5.34648413650713e-11,"5","Tnrc18"
"728",2.22285565471695e-17,0.583101637671241,0.594,0.244,4.23654059232503e-13,"5","Mapk6"
"729",3.62673434479912e-31,0.582348655301248,0.446,0.069,6.91219298775264e-27,"5","Ccdc114"
"730",1.34585072896596e-14,0.582130155078751,0.703,0.359,2.56505690433622e-10,"5","Hmgcr"
"731",8.90588816481114e-33,0.5818596303022,0.545,0.106,1.69737322533135e-28,"5","Hmgn1"
"732",2.1266715704412e-15,0.581754538806919,0.713,0.341,4.05322334610389e-11,"5","Eif3k"
"733",2.3781363157046e-10,0.581605624044639,0.832,0.491,4.53249000410139e-06,"5","Mvp"
"734",5.78422126471114e-24,0.579746312129745,0.653,0.198,1.1024147308413e-19,"5","Fxr1"
"735",4.01369297800993e-20,0.579396349271297,0.683,0.244,7.64969744678913e-16,"5","Exoc6b"
"736",1.5995726525353e-19,0.577481501234247,0.713,0.297,3.04862551846702e-15,"5","Pitpnb"
"737",3.32410591552946e-15,0.577245957076324,0.584,0.242,6.3354134644076e-11,"5","Phf5a"
"738",1.07353328784516e-19,0.577159983556614,0.782,0.321,2.0460470933041e-15,"5","Ddx21"
"739",6.19231071245007e-35,0.577071380357851,0.475,0.07,1.18019249868586e-30,"5","Usp35"
"740",3.10778337690697e-19,0.575459126394659,0.644,0.256,5.923124338047e-15,"5","Eif1a"
"741",2.81966662743698e-17,0.574716912783406,0.842,0.47,5.37400262523214e-13,"5","Cbfb"
"742",1.07253260848608e-45,0.574547127589258,0.564,0.072,2.04413989851362e-41,"5","Klc3"
"743",1.61424692739506e-37,0.574520765858344,0.356,0.03,3.07659321892224e-33,"5","Serpinb9"
"744",8.01822078030024e-14,0.574471102296731,0.525,0.21,1.52819269851742e-09,"5","Mdfi"
"745",1.67347780049833e-32,0.574398857038324,0.564,0.11,3.18948133996976e-28,"5","Paics"
"746",4.97511517859482e-16,0.574061203039961,0.624,0.267,9.48207201888386e-12,"5","Ncaph2"
"747",2.9415995866254e-18,0.573787240936086,0.693,0.271,5.60639465214936e-14,"5","Grsf1"
"748",3.56475764193735e-28,0.573654084671061,0.455,0.08,6.7940715897684e-24,"5","Sema4c"
"749",1.05142813430296e-18,0.57358619256681,0.604,0.221,2.00391688116802e-14,"5","Urm1"
"750",3.80541211673965e-27,0.573534498453827,0.436,0.08,7.25273495329411e-23,"5","Amot"
"751",2.16266339654306e-11,0.573500876616448,0.683,0.376,4.12182016747142e-07,"5","Zyx"
"752",7.13396272358809e-28,0.573429452579005,0.594,0.149,1.35966195548865e-23,"5","Plekhg2"
"753",4.50882468313656e-09,0.572954347883629,0.792,0.48,8.59336896358997e-05,"5","Gprc5a"
"754",1.12217563330418e-19,0.572491991630442,0.683,0.237,2.13875453951443e-15,"5","Mybbp1a"
"755",2.43036798259088e-09,0.572413727894251,0.911,0.661,4.63203833801996e-05,"5","Tor1aip2"
"756",2.17718335989906e-16,0.571638225413713,0.802,0.39,4.14949376563161e-12,"5","Maz"
"757",1.14811275679707e-16,0.571172262565282,0.772,0.359,2.18818810317953e-12,"5","Nsfl1c"
"758",2.44078366829461e-21,0.570908323727965,0.723,0.277,4.6518895934027e-17,"5","Adap1"
"759",3.58271222761348e-40,0.570729574056293,0.436,0.046,6.82829123460854e-36,"5","Il18rap"
"760",1.58150520867392e-15,0.569600247164436,0.782,0.382,3.01419077721163e-11,"5","Glg1"
"761",3.9702554755591e-15,0.569264382528801,0.762,0.401,7.56690991086809e-11,"5","Arhgap21"
"762",7.08939410254623e-38,0.569214323256556,0.554,0.089,1.35116762200429e-33,"5","Cklf"
"763",7.00115651464149e-20,0.568499933625984,0.713,0.292,1.33435042012552e-15,"5","Slc6a6"
"764",1.27843810392989e-14,0.56760446602427,0.574,0.246,2.43657518227997e-10,"5","Irf2bpl"
"765",1.47091933214764e-13,0.566992894692951,0.782,0.428,2.80342515514018e-09,"5","Cttnbp2nl"
"766",6.91221652938726e-19,0.566459706675709,0.723,0.294,1.31739934833592e-14,"5","Cfdp1"
"767",6.29394779745995e-15,0.566019296869664,0.851,0.522,1.19956351071789e-10,"5","Eif4g2"
"768",6.26661913081178e-10,0.565294248004927,0.911,0.593,1.19435494014142e-05,"5","Pdlim1"
"769",8.96281149039396e-16,0.565057447858387,0.743,0.367,1.70822224195418e-11,"5","Gnai3"
"770",3.86021840567725e-21,0.564737284297428,0.396,0.084,7.35719025938028e-17,"5","Tuba1a"
"771",3.27695100698025e-15,0.564724010704395,0.782,0.434,6.24554092420367e-11,"5","Prkcsh"
"772",2.17672681760864e-26,0.564614595609103,0.644,0.186,4.1486236416803e-22,"5","Zfp809"
"773",1.12014274178659e-15,0.564486243971956,0.762,0.391,2.13488005157106e-11,"5","Lrrc59"
"774",2.43318036844428e-13,0.563966758220893,0.861,0.541,4.63739846421795e-09,"5","Skil"
"775",2.62400339840026e-16,0.563553068336095,0.762,0.324,5.00108807701105e-12,"5","Ccnd2"
"776",8.30652308169919e-20,0.563029937549307,0.584,0.196,1.58314023414105e-15,"5","Zfp64"
"777",3.32892081044862e-10,0.562840120838259,0.723,0.443,6.34459017263402e-06,"5","Otud7b"
"778",4.21381937488779e-25,0.56266107745273,0.723,0.239,8.03111834659864e-21,"5","Ankrd52"
"779",6.40272080383791e-12,0.562450279647527,0.891,0.559,1.22029455800347e-07,"5","Slc9a3r1"
"780",1.01391801302957e-19,0.562339503428526,0.594,0.213,1.93242634103306e-15,"5","Atg101"
"781",1.21845443492775e-15,0.562272149722876,0.624,0.264,2.32225230752881e-11,"5","Fdps"
"782",5.64202287397653e-28,0.561823068878924,0.594,0.142,1.07531313955119e-23,"5","Creld1"
"783",6.94365915611474e-12,0.561084914871282,0.743,0.458,1.32339199856391e-07,"5","Rock2"
"784",3.03180205440042e-34,0.560898067500925,0.366,0.038,5.77831153548175e-30,"5","Tmem158"
"785",4.01833899106108e-12,0.560802622832911,0.881,0.604,7.65855228306332e-08,"5","Ddx3x"
"786",1.24683294244641e-15,0.56036763461122,0.931,0.553,2.37633890500861e-11,"5","Fubp1"
"787",5.82529028406231e-12,0.560295388122206,0.851,0.561,1.11024207523944e-07,"5","Efna5"
"788",1.56528638496189e-21,0.559931507163063,0.446,0.107,2.98327932109886e-17,"5","Trim47"
"789",2.65263969026633e-16,0.559743976764955,0.762,0.377,5.0556659856786e-12,"5","Pdcd6"
"790",2.43540159814044e-44,0.559679181762769,0.426,0.037,4.64163190589587e-40,"5","Prss12"
"791",3.66723256875283e-35,0.559087518172915,0.505,0.08,6.98937855278602e-31,"5","Erh"
"792",6.81899899301072e-20,0.55872736280964,0.723,0.273,1.29963301807791e-15,"5","Glud1"
"793",2.58352559945308e-17,0.557881825626737,0.772,0.337,4.92394143999762e-13,"5","Trib1"
"794",2.01593781587762e-14,0.557772149062639,0.752,0.387,3.84217588328116e-10,"5","Rexo2"
"795",5.17543559842955e-33,0.557725778464546,0.475,0.079,9.86386270704688e-29,"5","Gcnt2"
"796",6.21788559005384e-14,0.557385296063375,0.772,0.396,1.18506681460836e-09,"5","Tacc2"
"797",1.17867113453255e-16,0.556158936801558,0.762,0.357,2.24642931530559e-12,"5","Akt1s1"
"798",6.41750042010423e-17,0.554265678971728,0.713,0.327,1.22311140506767e-12,"5","Ostc"
"799",6.30798695799193e-33,0.55349139162903,0.386,0.047,1.20223923432368e-28,"5","Tnfrsf23"
"800",1.85429792178664e-14,0.553432121269038,0.782,0.406,3.53410640913317e-10,"5","Fis1"
"801",6.94919758914279e-20,0.553245984859949,0.554,0.171,1.32444756851473e-15,"5","Pik3c2a"
"802",9.22634587760041e-26,0.553133893928076,0.614,0.168,1.75844926081186e-21,"5","Bcl7c"
"803",1.05937202718069e-15,0.552416483631605,0.881,0.511,2.01905714660368e-11,"5","Ccnl1"
"804",1.25910269397899e-11,0.551908038316756,0.99,0.796,2.39972382445456e-07,"5","Spint2"
"805",3.28971174434395e-13,0.551883759039447,0.95,0.619,6.26986161354514e-09,"5","Nisch"
"806",8.12497226204874e-15,0.551383269821691,0.693,0.346,1.54853846342387e-10,"5","Pdia4"
"807",2.93295669019514e-14,0.551317300227572,0.614,0.262,5.58992215584292e-10,"5","Mcc"
"808",1.32773181748207e-21,0.551269754869393,0.772,0.311,2.53052407093907e-17,"5","Rbbp4"
"809",7.86213447138703e-13,0.550454675855756,0.802,0.476,1.49844420890165e-08,"5","Elob"
"810",5.24330129728632e-16,0.549306924954608,0.812,0.407,9.993207942498e-12,"5","Timm13"
"811",6.01993730768584e-14,0.548534268893867,0.792,0.45,1.14733985147184e-09,"5","Cyfip1"
"812",1.96513700014563e-13,0.547269435930217,0.723,0.368,3.74535460857756e-09,"5","Phc2"
"813",2.17750792254114e-21,0.546961104986672,0.693,0.254,4.15011234957115e-17,"5","Srp14"
"814",2.40860148078035e-17,0.546926081729061,0.594,0.214,4.59055356221927e-13,"5","Tead1"
"815",1.70934990029911e-20,0.546560744754282,0.535,0.154,3.25784997498008e-16,"5","Hnrnpa1"
"816",6.51927146669427e-07,0.545769788789053,0.485,0.257,0.0124250794883726,"5","Igfbp7"
"817",2.12222614483951e-17,0.54566388594787,0.624,0.243,4.04475080944962e-13,"5","Eef1d"
"818",5.37136812240095e-15,0.545608119117357,0.871,0.506,1.0237290504484e-10,"5","Sfpq"
"819",2.64874333886801e-10,0.545136154693564,0.881,0.564,5.04823992954855e-06,"5","Pgd"
"820",9.43505294445967e-16,0.545113824043198,0.693,0.34,1.79822674068457e-11,"5","Ebp"
"821",8.15657138829397e-22,0.544712962706841,0.693,0.231,1.55456094089495e-17,"5","Ddx27"
"822",2.51262230366224e-11,0.544667360334339,0.723,0.409,4.78880684854986e-07,"5","Ergic3"
"823",1.96535043336062e-48,0.544287280062232,0.525,0.053,3.74576139094201e-44,"5","Efna4"
"824",8.72132404483986e-08,0.543729701115973,0.96,0.724,0.00166219714970603,"5","Tspan8"
"825",4.29438541834208e-21,0.543668780905557,0.614,0.186,8.18466916881817e-17,"5","Ipo5"
"826",6.764859678373e-12,0.542422943625609,0.287,0.073,1.28931460610111e-07,"5","Hist1h1b"
"827",1.40673243606364e-32,0.54143209045434,0.495,0.081,2.68109134989369e-28,"5","Slc16a11"
"828",5.06443670696835e-09,0.5412262216163,0.356,0.137,9.65230991981098e-05,"5","Edn1"
"829",1.0449499868988e-13,0.541132676946832,0.743,0.376,1.99157018003042e-09,"5","Atox1"
"830",7.77908210338406e-17,0.540890705216757,0.653,0.278,1.48261525808397e-12,"5","Tnks"
"831",3.92020638822226e-14,0.540478585436949,0.673,0.326,7.4715213553128e-10,"5","Tmem128"
"832",8.70680464858619e-31,0.540063874311561,0.396,0.053,1.65942989797404e-26,"5","Ppm1j"
"833",3.93981189174715e-12,0.53958894717073,0.861,0.571,7.5088874844809e-08,"5","Ppp1cb"
"834",1.95114011634969e-23,0.539299811373406,0.416,0.081,3.71867794775088e-19,"5","Stc2"
"835",3.22374098686737e-26,0.539135470192709,0.475,0.097,6.14412794687051e-22,"5","Trim35"
"836",5.45644245529843e-23,0.538631290327462,0.604,0.181,1.03994336755533e-18,"5","Bzw2"
"837",5.72807973938777e-19,0.538280438288021,0.574,0.204,1.09171471752991e-14,"5","Coq10b"
"838",4.67651959628169e-17,0.538114486991021,0.891,0.531,8.91297869855327e-13,"5","H2afy"
"839",4.72836165334137e-10,0.537978387302527,0.762,0.464,9.01178447510332e-06,"5","Wwc1"
"840",2.40871615024288e-13,0.537388569546211,0.871,0.55,4.5907721107479e-09,"5","Med13l"
"841",1.14460218329559e-11,0.536221951568158,0.792,0.507,2.18149730114307e-07,"5","Hook2"
"842",2.80483633460613e-30,0.536030750652513,0.465,0.079,5.34573757012582e-26,"5","Tnfaip8"
"843",1.04519802439309e-20,0.535981423929815,0.525,0.151,1.9920429146908e-16,"5","Rel"
"844",4.81243129177006e-18,0.535980874927425,0.723,0.322,9.17201279898455e-14,"5","Txnl1"
"845",7.6364554040084e-29,0.535801214233098,0.574,0.127,1.45543203544996e-24,"5","Ikbke"
"846",1.53985925563865e-21,0.535754954350311,0.653,0.216,2.93481775532171e-17,"5","Impdh2"
"847",8.10563178842331e-24,0.535751073368891,0.564,0.153,1.5448523625556e-19,"5","Atic"
"848",1.482296204596e-15,0.535036291820523,0.505,0.176,2.82510833633951e-11,"5","Sigmar1"
"849",2.46282965602448e-21,0.534916989700252,0.545,0.151,4.69390704141705e-17,"5","Arid5b"
"850",1.38269705109699e-13,0.534445032622013,0.634,0.27,2.63528230968576e-09,"5","Enc1"
"851",5.81683729314646e-09,0.534322858874562,0.792,0.549,0.000110863101970078,"5","Oaz1"
"852",1.06464994276563e-18,0.533631950447018,0.713,0.316,2.02911632591701e-14,"5","Smim15"
"853",3.81355521476562e-25,0.53308644557611,0.693,0.203,7.2682548838218e-21,"5","Ano6"
"854",9.70934442062833e-14,0.533046913227828,0.634,0.298,1.85050395312755e-09,"5","Farp1"
"855",7.01455751122111e-13,0.532603172974774,0.802,0.469,1.33690451606363e-08,"5","Pkp3"
"856",2.98474336264661e-12,0.532513754961565,0.792,0.448,5.68862237486817e-08,"5","Rnf187"
"857",1.3268065580547e-17,0.532301109809592,0.347,0.072,2.52876061899646e-13,"5","Wfdc18"
"858",6.07096588059081e-13,0.53228557912953,0.95,0.631,1.1570653871818e-08,"5","Far1"
"859",1.52647523607079e-14,0.532217863919461,0.762,0.396,2.90930915242732e-10,"5","Bsdc1"
"860",3.05594201633318e-11,0.532177243932983,0.891,0.639,5.82431988892941e-07,"5","Hsp90b1"
"861",2.0762234252156e-28,0.532095478725965,0.505,0.102,3.95707422611842e-24,"5","Lamb2"
"862",1.37355801830211e-13,0.532069338015086,0.812,0.462,2.61786422708198e-09,"5","Stt3b"
"863",2.16295395324368e-15,0.532044308453812,0.822,0.461,4.12237393948713e-11,"5","Ube2r2"
"864",4.33481472968939e-12,0.531637274035695,0.941,0.651,8.26172339331501e-08,"5","Clta"
"865",1.69373101309655e-28,0.531403398413251,0.604,0.152,3.22808193786072e-24,"5","Ywhaq"
"866",4.58813691752946e-13,0.530890417158005,0.584,0.269,8.7445301511194e-09,"5","Pepd"
"867",8.47743410956358e-19,0.529971357414375,0.723,0.298,1.61571416694172e-14,"5","Swi5"
"868",4.39124937029611e-15,0.529528490982845,0.752,0.376,8.36928217484736e-11,"5","Cops5"
"869",5.14685821824255e-37,0.529431487177221,0.436,0.049,9.80939707814848e-33,"5","Scara3"
"870",5.1536563269458e-08,0.528738325735667,0.921,0.692,0.000982235359352601,"5","Fxyd3"
"871",5.8827456971108e-08,0.52767062577089,0.851,0.579,0.00112119250241235,"5","St14"
"872",3.78246844688935e-13,0.527195399639912,0.95,0.65,7.20900661292642e-09,"5","Crebzf"
"873",8.21485971347103e-25,0.526992761554917,0.465,0.097,1.56567011279044e-20,"5","Ttyh3"
"874",9.49707907740808e-18,0.526858130518199,0.762,0.336,1.81004830136321e-13,"5","Adnp"
"875",1.45976764655469e-13,0.526855089688196,0.713,0.366,2.78217115756858e-09,"5","Carmil1"
"876",1.39828473184273e-14,0.52683975945904,0.703,0.328,2.66499087041906e-10,"5","Slbp"
"877",2.89674236089923e-16,0.526488010889595,0.772,0.38,5.52090126563784e-12,"5","Psmc3"
"878",1.3010238758938e-22,0.526233469699967,0.505,0.131,2.479621405066e-18,"5","Relb"
"879",4.49941719352982e-41,0.526073569968961,0.485,0.059,8.57543922914849e-37,"5","Elovl5"
"880",3.16850296153187e-19,0.525812117684928,0.604,0.212,6.0388497943836e-15,"5","Acot7"
"881",4.33738700212447e-23,0.525007050675844,0.574,0.16,8.26662588734903e-19,"5","Ankrd28"
"882",9.85482522023471e-17,0.523490208162842,0.634,0.243,1.87823113872453e-12,"5","Nek6"
"883",2.087305069988e-14,0.522388416899074,0.752,0.381,3.97819473289012e-10,"5","Alcam"
"884",1.15883707969095e-16,0.522386543601657,0.624,0.24,2.20862759018298e-12,"5","Snrpd3"
"885",3.5323819094144e-23,0.522301580380129,0.495,0.113,6.73236668115291e-19,"5","Smc4"
"886",3.46953396983326e-22,0.522099065320533,0.624,0.194,6.61258479310522e-18,"5","Morc2a"
"887",1.25239574043553e-08,0.521679198162375,0.624,0.359,0.000238694104169607,"5","mt-Nd3"
"888",3.29999570465047e-13,0.521626207002297,0.812,0.47,6.28946181349334e-09,"5","Sft2d2"
"889",4.65752634401957e-30,0.520907575960888,0.594,0.137,8.8767794590669e-26,"5","Hs2st1"
"890",9.29181296869651e-16,0.52048468748561,0.743,0.351,1.77092663370387e-11,"5","Fndc3b"
"891",5.04663996727426e-11,0.520117039992847,0.535,0.246,9.61839111362802e-07,"5","Gadd45b"
"892",1.75432060338363e-15,0.520057998123213,0.564,0.216,3.34355963798887e-11,"5","Sqle"
"893",2.69786496778594e-13,0.51990059038936,0.644,0.324,5.14186084210323e-09,"5","Pkp4"
