"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Gpc1","0.998","-0.386","0.482","-1.878"
"Dusp28","0.998","1.585","2.833","2.376"
"Rnpepl1","0.998","5.685e-02","13.899","3.992e-02"
"Capn10","0.998","0.877","7.743","0.824"
"Gpr35","0.998","-0.772","0.851","-2.692"
"Sned1","0.998","0.421","1.571","0.897"
"Mterf4","0.998","1.139","3.481","1.676"
"Ppp1r7","0.998","0.777","6.553","0.795"
"Ano7","0.998","0.395","12.545","0.330"
"Hdlbp","0.998","-0.210","38.663","-0.113"
"Sept2","0.998","4.479e-02","13.277","3.223e-02"
"Farp2","0.998","-4.240e-02","4.590","-4.654e-02"
"Stk25","0.998","1.257","48.545","0.630"
"Bok","0.998","-1.611","8.755","-1.472"
"Thap4","0.998","-0.800","3.772","-1.078"
"Atg4b","0.998","0.183","7.144","0.167"
"Dtymk","0.998","-1.214","13.136","-0.950"
"Ing5","0.998","-0.396","5.811","-0.396"
"D2hgdh","0.998","-1.014","4.407","-1.240"
"Fam174a","0.998","0.182","2.723","0.257"
"St8sia4","0.998","0.471","1.093","1.290"
"Slco4c1","0.998","-4.047e-02","0.591","-0.196"
"D1Ertd622e","0.998","-8.998e-02","0.184","-0.448"
"Ppip5k2","0.998","-0.380","4.685","-0.419"
"Gin1","0.998","0.614","3.497","0.774"
"Pam","0.998","5.777e-02","21.486","3.922e-02"
"Rnf152","0.998","-0.334","3.568","-0.436"
"Pign","0.998","-1.337","3.460","-1.956"
"Relch","0.998","-7.675e-02","10.732","-5.997e-02"
"Tnfrsf11a","0.998","0.108","5.615","0.116"
"Zcchc2","0.998","0.705","5.795","0.727"
"Phlpp1","0.998","0.814","6.424","0.803"
"Bcl2","0.998","-0.295","13.514","-0.210"
"Kdsr","0.998","-0.298","7.150","-0.277"
"Vps4b","0.998","-1.351","3.502","-1.990"
"Serpinb5","0.998","-0.253","1.259","-0.601"
"Serpinb8","0.998","-1.129","1.816","-2.283"
"Dsel","0.998","-5.824e-02","0.149","-0.291"
"Tsn","0.998","-0.590","5.666","-0.604"
"Nifk","0.998","-0.551","2.225","-0.936"
"Clasp1","0.998","8.936e-02","6.201","8.911e-02"
"Tfcp2l1","0.998","1.162","17.529","0.744"
"Inhbb","0.998","0.280","1.241","0.699"
"Ralb","0.998","-0.832","5.093","-0.910"
"Tmem185b","0.998","-0.597","2.297","-0.974"
"Epb41l5","0.998","-0.252","4.459","-0.287"
"Ptpn4","0.998","-0.481","4.349","-0.551"
"Sctr","0.998","1.850","4.700","2.235"
"Dbi","0.998","0.989","17.776","0.739"
"Steap3","0.998","1.778e-02","0.520","8.661e-02"
"Marco","0.998","-0.697","1.338","-3.352"
"Insig2","0.998","-0.324","2.947","-0.458"
"Ccdc93","0.998","-1.300","2.072","-2.480"
"Ddx18","0.998","-0.481","3.203","-0.638"
"Actr3","0.998","-0.780","1.997","-1.449"
"Slc35f5","0.998","-0.485","6.587","-0.466"
"Gpr39","0.998","-0.630","2.868","-0.903"
"Mgat5","0.998","-0.296","11.809","-0.234"
"Ccnt2","0.998","0.499","20.612","0.313"
"Rab3gap1","0.998","0.399","6.611","0.374"
"Zranb3","0.998","0.814","1.074","2.481"
"R3hdm1","0.998","0.674","8.770","0.574"
"Ubxn4","0.998","-0.765","11.414","-0.609"
"Mcm6","0.998","0.564","0.851","2.037"
"Dars","0.998","0.209","11.925","0.166"
"Cxcr4","0.998","-0.379","3.034","-0.539"
"Cd55","0.998","0.542","2.406","0.827"
"C4bp","0.998","-0.274","0.333","-1.341"
"Pfkfb2","0.998","-0.423","13.656","-0.318"
"Yod1","0.998","7.746e-02","7.313","6.931e-02"
"AA986860","0.998","-1.440","8.207","-1.363"
"Fcamr","0.998","-8.998e-02","0.184","-0.448"
"Pigr","0.998","-1.762","151.817","-0.951"
"Mapkapk2","0.998","-0.835","13.949","-0.624"
"Eif2d","0.998","6.129e-02","3.870","7.265e-02"
"Rassf5","0.998","1.778e-02","0.520","8.661e-02"
"Ikbke","0.998","-0.512","5.048","-0.582"
"Srgap2","0.998","-0.387","3.054","-0.522"
"Fam72a","0.998","-5.824e-02","0.149","-0.291"
"Ctse","0.998","-1.184","124.874","-0.664"
"Rab7b","0.998","-5.824e-02","0.149","-0.291"
"Slc26a9","0.998","0.913","21.330","0.607"
"Pm20d1","0.998","0.256","1.149","0.649"
"Slc41a1","0.998","-0.369","2.463","-0.561"
"Rab29","0.998","0.332","0.593","1.635"
"Nucks1","0.998","-0.702","4.781","-0.822"
"Slc45a3","0.998","-2.029e-02","8.958","-1.737e-02"
"Elk4","0.998","-0.138","6.797","-0.130"
"Mfsd4a","0.998","-0.398","15.442","-0.271"
"Cdk18","0.998","-0.676","16.670","-0.464"
"Klhdc8a","0.998","0.471","1.093","1.290"
"Nuak2","0.998","-0.652","1.222","-1.615"
"Tmcc2","0.998","-5.824e-02","0.149","-0.291"
"Dstyk","0.998","1.036","4.386","1.169"
"Rbbp5","0.998","0.309","6.265","0.656"
"Tmem81","0.998","8.647e-03","0.962","2.518e-02"
"Nfasc","0.998","-0.415","1.979","-0.733"
"Mdm4","0.998","-8.446e-02","20.174","-5.371e-02"
"Pik3c2b","0.998","-1.037","7.604","-0.989"
"Ppp1r15b","0.998","-0.338","5.682","-0.347"
"Plekha6","0.998","0.304","32.225","0.171"
"Ren1","0.998","0.481","0.222","2.389"
"Etnk2","0.998","-8.998e-02","0.184","-0.448"
"Sox13","0.998","0.430","12.705","0.342"
"Snrpe","0.998","7.106e-03","3.998","8.306e-03"
"Lax1","0.998","0.579","0.816","2.158"
"Atp2b4","0.998","0.410","1.000","1.168"
"Prelp","0.998","-0.816","3.961","-1.037"
"Fmod","0.998","0.168","0.407","0.833"
