"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Kpna1","1.000","-0.247","2.146","-0.534"
"Wdr5b","1.000","0.236","1.637","0.574"
"Fam162a","1.000","0.706","2.818","1.484"
"Ccdc58","1.000","0.227","3.916","0.386"
"Csta1","1.000","-0.136","7.986e-02","-0.671"
"Cd86","1.000","-0.136","7.986e-02","-0.671"
"Slc15a2","1.000","-0.136","7.986e-02","-0.671"
"Eaf2","1.000","-0.580","0.588","-2.322"
"Iqcb1","1.000","-0.398","0.790","-1.298"
"Golgb1","1.000","0.933","9.037","1.082"
"Hcls1","1.000","-0.761","0.748","-2.732"
"Fbxo40","1.000","0.358","0.122","1.767"
"Gtf2e1","1.000","-2.138e-02","0.563","-8.438e-02"
"Rabl3","1.000","0.444","2.069","0.940"
"Hgd","1.000","0.358","0.122","1.767"
"Ndufb4","1.000","-1.746e-04","0.281","-8.491e-04"
"Lrrc58","1.000","0.147","0.605","0.564"
"Gsk3b","1.000","-0.512","3.267","-0.925"
"Nr1i2","1.000","0.358","0.122","1.767"
"Cox17","1.000","0.428","9.299","0.481"
"Adprh","1.000","0.147","0.605","0.564"
"Cd80","1.000","0.358","0.122","1.767"
"Timmdc1","1.000","-0.247","2.146","-0.534"
"Poglut1","1.000","-0.425","0.508","-1.975"
"Tmem39a","1.000","-0.378","3.938","-0.601"
"B4galt4","1.000","0.718","0.713","2.936"
"Igsf11","1.000","0.238","0.726","0.847"
"Lsamp","1.000","-0.136","7.986e-02","-0.671"
"Zbtb20","1.000","1.456e-03","1.730","3.642e-03"
"Drd3","1.000","0.547","0.365","2.690"
"Qtrt2","1.000","0.368","2.979","0.668"
"Ccdc191","1.000","-0.156","1.596","-0.379"
"Zdhhc23","1.000","-8.307e-02","0.643","-0.311"
"Gramd1c","1.000","-0.580","0.588","-2.322"
"Atp6v1a","1.000","-0.466","2.436","-0.960"
"Naa50","1.000","-0.367","2.905","-0.673"
"Usf3","1.000","-0.385","4.799","-0.569"
"Sidt1","1.000","-0.449","2.935","-0.859"
"Spice1","1.000","0.229","0.525","0.931"
"Boc","1.000","-7.635e-02","0.361","-0.362"
"Nepro","1.000","0.486","1.195","1.354"
"Gtpbp8","1.000","-0.311","1.554","-0.765"
"Cd200r3","1.000","-0.136","7.986e-02","-0.671"
"Ccdc80","1.000","0.501","1.293","1.421"
"Slc35a5","1.000","-0.147","0.722","-0.524"
"Atg3","1.000","-7.455e-02","3.862","-0.119"
"Cd200","1.000","-0.248","0.160","-1.220"
"BC016579","1.000","-0.577","1.672","-1.386"
"Tagln3","1.000","0.123","0.403","0.558"
"Abhd10","1.000","1.719e-02","0.764","6.006e-02"
"Phldb2","1.000","0.123","0.403","0.558"
"Plcxd2","1.000","0.358","0.122","1.767"
"Cd96","1.000","-0.136","7.986e-02","-0.671"
"Nectin3","1.000","-0.480","0.869","-1.499"
"Retnla","1.000","-0.761","1.298","-2.088"
"Retnlg","1.000","-0.136","7.986e-02","-0.671"
"Cip2a","1.000","-0.136","7.986e-02","-0.671"
"Ift57","1.000","-0.569","0.559","-2.481"
"Cd47","1.000","0.271","1.129","0.811"
"Bbx","1.000","0.775","2.031","1.724"
"Cblb","1.000","0.716","2.958","1.300"
"Alcam","1.000","0.140","7.379","0.171"
"Nfkbiz","1.000","-0.533","3.238","-0.988"
"Cep97","1.000","-0.139","0.831","-0.450"
"Zbtb11","1.000","0.151","4.373","0.228"
"Pcnp","1.000","-0.745","4.405","-1.205"
"Trmt10c","1.000","-0.699","2.678","-1.437"
"Senp7","1.000","-0.255","2.990","-0.476"
"Tfg","1.000","-0.231","1.084","-0.699"
"Tmem45a","1.000","-0.248","0.160","-1.220"
"Tomm70a","1.000","-0.213","0.521","-0.871"
"Nit2","1.000","-0.280","0.601","-1.083"
"Tbc1d23","1.000","0.188","1.918","0.426"
"Tmem30c","1.000","-0.136","7.986e-02","-0.671"
"Filip1l","1.000","0.139","1.289","0.392"
"Dcbld2","1.000","0.378","3.180","0.663"
"St3gal6","1.000","-0.504","6.292","-0.757"
"Cpox","1.000","-0.293","2.507","-0.590"
"Cldnd1","1.000","-0.841","0.828","-2.899"
"Crybg3","1.000","-0.255","1.474","-0.642"
"Arl6","1.000","0.229","0.525","0.931"
"Nsun3","1.000","-0.761","0.748","-2.732"
"Arl13b","1.000","-0.136","7.986e-02","-0.671"
"Stx19","1.000","0.112","0.202","0.549"
"Pros1","1.000","-0.136","7.986e-02","-0.671"
"Epha3","1.000","0.718","0.713","2.936"
"Zfp654","1.000","0.415","2.484","0.841"
"Cggbp1","1.000","0.141","2.682","0.279"
"Chmp2b","1.000","-0.626","1.029","-1.829"
"Gbe1","1.000","4.612e-02","0.483","0.194"
"Robo1","1.000","-0.425","0.508","-1.975"
"Robo2","1.000","-0.136","7.986e-02","-0.671"
"Hspa13","1.000","-0.728","2.020","-1.627"
"Nrip1","1.000","0.110","1.276","0.300"
"Usp25","1.000","4.679e-02","2.749","8.616e-02"
"Cxadr","1.000","0.313","7.371","0.402"
"Btg3","1.000","-0.425","0.508","-1.975"
"D16Ertd472e","1.000","-0.321","0.240","-1.580"
"Tmprss15","1.000","0.448","0.566","1.774"
"Ncam2","1.000","-0.136","7.986e-02","-0.671"
"Atp5j","1.000","-0.255","1.474","-0.642"
"Gabpa","1.000","0.577","1.519","1.450"
"App","1.000","0.770","22.190","0.743"
"N6amt1","1.000","3.969e-02","0.966","0.126"
"Ltn1","1.000","-0.147","0.441","-0.642"
"Rwdd2b","1.000","0.147","0.605","0.564"
"Usp16","1.000","0.336","4.549","0.503"
"Cct8","1.000","0.340","0.445","1.483"
"Bach1","1.000","8.388e-02","4.827","0.124"
"Cldn8","1.000","-0.644","2.222","-1.383"
"Tiam1","1.000","0.123","0.403","0.558"
"Sod1","1.000","-0.461","1.793","-1.075"
"Scaf4","1.000","-0.565","2.314","-1.197"
"Mrap","1.000","0.358","0.122","1.767"
"Urb1","1.000","-0.248","0.160","-1.220"
"Cfap298","1.000","0.720","2.391","1.518"
"Synj1","1.000","-1.832e-02","2.346","-3.627e-02"
"Paxbp1","1.000","0.677","5.132","1.039"
"Ifnar2","1.000","0.358","0.122","1.767"
"Il10rb","1.000","-0.247","2.146","-0.534"
"Ifnar1","1.000","-0.562","1.311","-1.483"
"Ifngr2","1.000","-8.307e-02","0.643","-0.311"
"Tmem50b","1.000","-0.147","0.441","-0.642"
"Dnajc28","1.000","-7.635e-02","0.361","-0.362"
"Gart","1.000","-0.570","3.993","-0.933"
"Son","1.000","-0.970","21.770","-0.891"
"Donson","1.000","-7.635e-02","0.361","-0.362"
"Cryzl1","1.000","0.104","0.886","0.342"
"Itsn1","1.000","-0.285","1.164","-0.841"
