"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Islr","1.000","0.179","0.689","0.680"
"Pml","1.000","-1.089","9.308","-1.237"
"Stoml1","1.000","-4.358e-02","3.052","-8.125e-02"
"Loxl1","1.000","0.410","0.161","2.016"
"Cd276","1.000","-1.373e-02","0.640","-5.252e-02"
"Nptn","1.000","0.397","13.269","0.380"
"Neo1","1.000","-0.580","4.055","-0.963"
"Adpgk","1.000","-1.056","2.618","-2.132"
"Bbs4","1.000","-0.637","0.632","-2.459"
"Arih1","1.000","8.279e-02","14.782","7.730e-02"
"Hexa","1.000","0.117","5.245","0.165"
"Celf6","1.000","0.477","0.241","2.339"
"Parp6","1.000","0.603","6.214","0.787"
"Pkm","1.000","-0.112","27.888","-8.358e-02"
"Gramd2","1.000","-0.602","0.947","-1.853"
"Myo9a","1.000","0.201","1.605","0.518"
"Nr2e3","1.000","-0.151","0.133","-0.747"
"Thsd4","1.000","-1.250","3.879","-2.191"
"Lrrc49","1.000","5.374e-02","0.213","0.263"
"Larp6","1.000","0.965","0.993","3.304"
"Uaca","1.000","0.429","1.679","1.045"
"Tle3","1.000","-0.811","14.407","-0.772"
"Kif23","1.000","0.158","0.982","0.481"
"Paqr5","1.000","-0.729","15.637","-0.675"
"Glce","1.000","0.433","1.654","1.062"
"Anp32a","1.000","0.785","160.275","0.509"
"Coro2b","1.000","-0.957","7.105","-1.319"
"Fem1b","1.000","-0.756","1.985","-1.693"
"Cln6","1.000","0.171","0.881","0.577"
"Calml4","1.000","0.596","6.664","0.768"
"Pias1","1.000","0.770","6.028","1.023"
"Map2k5","1.000","0.169","0.588","0.671"
"Aagab","1.000","-0.119","15.125","-0.111"
"Smad3","1.000","-0.216","4.376","-0.335"
"Smad6","1.000","-0.212","3.993","-0.338"
"Zwilch","1.000","-7.728e-02","0.346","-0.376"
"Snapc5","1.000","-0.353","6.034","-0.470"
"Map2k1","1.000","-0.157","12.138","-0.159"
"Tipin","1.000","0.611","0.857","2.124"
"Dis3l","1.000","5.374e-02","0.213","0.263"
"Megf11","1.000","-0.304","0.367","-1.490"
"Rab11a","1.000","0.782","7.652","0.974"
"Dennd4a","1.000","0.222","0.374","1.067"
"Ints14","1.000","-0.552","1.832","-1.290"
"Hacd3","1.000","0.341","31.169","0.244"
"Dpp8","1.000","-0.379","18.698","-0.325"
"Igdcc4","1.000","-0.522","7.177","-0.651"
"Parp16","1.000","-0.337","1.108","-0.970"
"Cilp","1.000","-0.151","0.133","-0.747"
"Clpx","1.000","-0.207","4.984","-0.306"
"Pdcd7","1.000","-0.307","6.397","-0.400"
"Slc51b","1.000","0.312","8.048e-02","1.535"
"Mtfmt","1.000","-1.126","1.233","-3.421"
"Spg21","1.000","0.215","1.651","0.521"
"Ankdd1a","1.000","0.312","8.048e-02","1.535"
"Plekho2","1.000","0.595","1.420","1.622"
"Pif1","1.000","-0.151","0.133","-0.747"
"Oaz2","1.000","0.224","0.962","0.729"
"Zfp609","1.000","0.378","9.285","0.441"
"Trip4","1.000","-0.820","4.293","-1.342"
