"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Spink4","1.000","-0.865","108.000","-0.687"
"Bag1","1.000","-0.455","82.752","-0.356"
"Chmp5","1.000","-0.674","78.824","-0.538"
"Nfx1","1.000","0.216","12.296","0.329"
"Aqp7","1.000","0.194","0.227","1.147"
"Aqp3","1.000","-6.267e-02","827.515","-3.666e-02"
"Nol6","1.000","-1.003","1.857","-4.187"
"Ube2r2","1.000","2.034e-02","42.717","1.919e-02"
"Ubap2","1.000","9.399e-02","10.703","0.154"
"Dcaf12","1.000","0.731","22.089","0.941"
"Ubap1","1.000","-0.114","18.423","-0.146"
"Kif24","1.000","0.112","0.739","0.618"
"Nudt2","1.000","-6.523e-02","0.513","-0.383"
"Myorg","1.000","0.208","1.061","0.970"
"Fam219a","1.000","0.349","3.243","1.004"
"Dnaic1","1.000","-0.348","9.534e-02","-2.108"
"Enho","1.000","6.935e-03","1.025","3.307e-02"
"Cntfr","1.000","-0.348","9.534e-02","-2.108"
"Rpp25l","1.000","-0.369","5.791","-0.779"
"Dctn3","1.000","-0.720","26.625","-0.817"
"Sigmar1","1.000","0.220","5.553","0.468"
"Galt","1.000","0.275","4.554","0.681"
"Ccl19","1.000","0.194","0.227","1.147"
"Ccl21a","1.000","-1.512e-02","0.417","-8.877e-02"
"Dnajb5","1.000","-0.348","9.534e-02","-2.108"
"Vcp","1.000","-0.859","65.121","-0.721"
"Fancg","1.000","-0.472","2.978","-1.367"
"Stoml2","1.000","0.144","4.101","0.375"
"Fam214b","1.000","1.742e-02","26.217","1.966e-02"
"Unc13b","1.000","-0.173","5.541","-0.369"
"Rusc2","1.000","0.678","20.247","0.842"
"Fam166b","1.000","-0.348","9.534e-02","-2.108"
"Tesk1","1.000","0.400","24.379","0.471"
"Cd72","1.000","-0.348","9.534e-02","-2.108"
"Ccdc107","1.000","0.721","10.704","1.172"
"Arhgef39","1.000","0.449","7.997","0.819"
"Car9","1.000","0.264","30.186","0.281"
"Tpm2","1.000","-8.203e-02","43.057","-7.940e-02"
"Tln1","1.000","0.454","23.185","0.582"
"Creb3","1.000","-0.179","32.088","-0.186"
"Gba2","1.000","-0.177","0.799","-0.958"
"Rgp1","1.000","0.399","11.264","0.637"
"Npr2","1.000","-0.419","0.191","-2.531"
"Hint2","1.000","-0.648","5.956","-1.375"
"Tmem8b","1.000","-0.811","1.667","-3.860"
"Hrct1","1.000","0.255","4.649","0.626"
"Olfr157","1.000","-0.348","9.534e-02","-2.108"
"Reck","1.000","-0.419","0.191","-2.531"
"Glipr2","1.000","0.534","1.324","2.253"
"Clta","1.000","-2.793e-02","185.202","-1.874e-02"
"Gne","1.000","0.286","1.383","1.185"
"Rnf38","1.000","0.116","11.738","0.178"
"Pax5","1.000","0.194","0.227","1.147"
"Zcchc7","1.000","-0.264","13.116","-0.395"
